,Title,Rating,Review,Date
112,Fraudulent charges,1,Obviously you’ve been hacked on New Years Eve 2020... and you refuse to deal with fraudulent charges made to my now canceled debit card. I will not be giving you business in the future. Zero stars if I could.,04-01-2021 17:47
113,They take money from your account without authorization,1,"They take the money from your account, due to a supposed authorization hold. They charge your trip and charge the same value again. I DO NOT RECOMMEND THEM.",12-12-2020 00:47
114,Give honest and accurate prices,1,"I live in LA. Your new system of telling customers there price will be between two amounts and then your drivers offering an amount this is ALWAYS above your own estimation, is absolute garbage. It’s dishonest of you to tell people prices that aren’t real. Either get rid of the feature or tell your drivers to be more realistic. You’re wasting everyone’s time.",11-01-2021 23:31
115,Fix this,1,I should not be waiting 5 days for my money that you charged twice and hold one transaction and process the other left me hungry with no money till payday fix this,17-12-2020 11:10
116,Stop raising prices every chance you get!!,1,Wanted 25 to go to a park 2 miles away. Use Lyft don’t support this clowns.,23-12-2020 05:27
117,no help,1,Yesterday I applied $120.00 to a uber gift card at family dollar .I missed work due to not being able to get trip . Pls help,25-11-2020 18:41
118,Racist Driver,1,"Before I start this review I would like to say that I find it very idiotic that as big of a corporation that Uber is,that they do not provide an actual customer service or corporate number for a customer to speak to a representative over the phone,but you have to go through an app instead of actually having someone hear your concerns out… Last Thursday 12/31/2020 I had an extremely rude and racist Uber driver Verbally cuss me and my employee out,referring to us as “GoodWill brand Ni***rs” all because he couldn’t communicate outside of a preschool grade level. So instead of being able to speak to a representative and file a complaint on their associate’s behavior,I’m met with a bunch of runaround contacts...Anyways I can only identify the driver through his FL License plate #764TXL in a silver Mercedes-Benz C class sedan I do hope the driver learns that when working for a business you are expected to act accordingly and all actions do have consequences...I do apologize that it took me resorting to the actual app to file a complaint then to actually be met with a customer representative if only Uber had one.",04-01-2021 13:57
119,very poor customer service,1,Will give 0 star if possible,18-11-2020 21:23
120,Trash,1,Terrible app wish I could give it no stars Lyft is better,24-11-2020 22:10
121,DO NOT GET,1,I used the app to get home but it was taking like 20 mins to find a driver so I didn’t even have a ride no one was on their way to me. I canceled the “ride” but THEY STILL TOOK THE MONEY FROM ME AS IF THEY GAVE ME A DRIVER!! THEY WERE STILL LOOKING FOR A DRIVER!!,07-12-2020 16:46
122,Uber is pricey,3,I think Uber is great and all and i have nothing to complain about of the drivers. However I find it annoying and money wasting that I can’t cancel a ride immediately without being fined. If the driver is hella far and I want to try to find another ride I can’t cancel right away without being charged. Lyft actually lets me cancel immediately if I didn’t want it. Lyft is more of a money saving than uber.,03-01-2021 06:35
123,Waiting fee,2,"I don’t like the fact that I cannot see how long before a driver arrives before it actually charges my card. Then, a driver can be on the way to another trip but at the same time “on the way” to pick you up. Very frustrating",08-01-2021 13:02
124,Bogus Offer,1,I tried using this app with the TRYXMAS30 promo code and it says I’m not eligible for this offer.,20-12-2020 01:45
125,Not good!,3,"Always tells me it’s calculating drive but never, never gives me a driver. When it does give me a $ “range” it’s always double what Lyft would charge me.",27-11-2020 09:25
126,Random Surges,2,"I always used Uber because it’s quick and reliable. However, the last few times I switched to Lyft. On two separate occasions, I had an Uber scheduled at around $30 & $40. Then, both times, I received a notification that there was a surge, so the prices were going to increase- understandable. Both times the cost went over $100, which I think is ridiculous. When I checked Lyft, it was around the $30 and $40 price range. Anyway, that’s my only issue with Uber recently.",30-11-2020 03:44
